Price,Close,High,Low,Open,Volume
Ticker,XU030.IS,XU030.IS,XU030.IS,XU030.IS,XU030.IS
Date,,,,,
2023-10-02,8942.400390625,8973.2998046875,8797.099609375,8816.5,2489600
2023-10-03,8932.5,9000.5,8879.599609375,8989.400390625,2423000
2023-10-04,8723.7998046875,8949.0,8715.2998046875,8941.900390625,2209600
2023-10-05,8881.900390625,8901.099609375,8563.599609375,8777.7001953125,2857800
2023-10-06,8844.5,8919.400390625,8796.599609375,8803.7998046875,2445800
2023-10-09,8606.7998046875,8779.2998046875,8606.7998046875,8698.2998046875,2133600
2023-10-10,8823.2001953125,8836.099609375,8721.5,8727.7001953125,2167400
2023-10-11,8724.5,8908.2998046875,8712.5,8864.599609375,2119400
2023-10-12,8637.099609375,8865.5,8441.099609375,8817.900390625,2630500
2023-10-13,8497.0,8621.2001953125,8459.2001953125,8617.900390625,1801500
2023-10-16,8349.099609375,8636.900390625,8341.400390625,8618.099609375,1900000
2023-10-17,8505.5,8505.5,8302.0,8377.900390625,1903500
2023-10-18,8202.400390625,8392.400390625,8199.7998046875,8358.400390625,1539500
2023-10-19,8093.5,8321.599609375,8058.2001953125,8215.5,1733000
2023-10-20,7838.60009765625,8046.7001953125,7772.0,8016.7001953125,1731100
2023-10-23,8075.2998046875,8131.7998046875,7845.7998046875,7964.60009765625,1680600
2023-10-24,8314.599609375,8355.0,8089.2998046875,8111.7001953125,2276600
2023-10-25,7743.2998046875,8412.0,7739.5,8356.0,1991600
2023-10-26,7978.89990234375,8063.0,7718.2998046875,7841.89990234375,2467800
2023-10-27,8022.60009765625,8057.2001953125,7812.2001953125,7979.2001953125,1635200
2023-10-30,8011.39990234375,8114.39990234375,7957.7998046875,8001.7998046875,1513500
2023-10-31,7836.2001953125,8068.89990234375,7812.7998046875,8044.0,1342300
2023-11-01,7874.5,7926.60009765625,7616.2001953125,7900.39990234375,1535700
2023-11-02,8002.2998046875,8040.60009765625,7924.7001953125,7926.2998046875,1368900
2023-11-03,8059.7001953125,8083.2001953125,7927.89990234375,8011.0,1458200
2023-11-06,8241.0,8279.5,8161.7998046875,8161.7998046875,1266300
2023-11-07,8211.7001953125,8292.5,8186.89990234375,8239.0,1263700
2023-11-08,8229.5,8329.400390625,8186.2001953125,8284.2001953125,1342600
2023-11-09,8209.099609375,8261.5,8087.2998046875,8159.89990234375,1463500
2023-11-10,8125.89990234375,8225.7998046875,8117.2998046875,8206.099609375,1245800
2023-11-13,7935.5,8131.7998046875,7935.5,8130.7001953125,1517500
2023-11-14,8079.2001953125,8090.89990234375,7903.7001953125,7967.39990234375,1802900
2023-11-15,8081.10009765625,8144.2001953125,8042.5,8118.0,1338000
2023-11-16,8234.400390625,8264.599609375,8089.7998046875,8089.7998046875,1243500
2023-11-17,8312.900390625,8329.099609375,8221.900390625,8236.2001953125,1107300
2023-11-20,8400.099609375,8448.599609375,8383.5,8383.5,1271700
2023-11-21,8550.400390625,8550.400390625,8417.900390625,8447.900390625,1485700
2023-11-22,8500.2001953125,8558.599609375,8480.400390625,8552.0,1366300
2023-11-23,8400.900390625,8594.5,8400.900390625,8505.0,1788400
