Price,Close,High,Low,Open,Volume
Ticker,XU050.IS,XU050.IS,XU050.IS,XU050.IS,XU050.IS
Date,,,,,
2026-03-27,11386.01953125,11496.91015625,11295.150390625,11480.0703125,0
