strategy,n,m,total_return,annualized_return,volatility,sharpe,max_drawdown
trend_following,4.0,6.0,24.378912393210726,0.22174725171564225,0.21039160149044747,1.0579065367363583,0.2863254100461755
mean_reversion,1.0,10.0,20.839266431700555,0.21043440711303396,0.23312809800395237,0.9365709102127925,0.3280373615988711
buy_and_hold,,,22.793695189734496,0.21687675589958633,0.24593325294312263,0.9219950472116185,0.34331480674817544
